# n_steps_inc = 2
# init_b = Float32[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]
# n_steps_0 = 10
# target_scheme = default
# fac_pert_T = 2.0
# n_ic = 5
# n_traj = 10
# init_a = Float32[-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1]
# eta0 = 0.01
# julia = 1.10.10
# fac_pert_q = 0.2
# eta_decay = 0.5
# t_spinup = 31 days
# n_epochs = 5
# seed = 1234
# n_gap = 10
# created = 2026-07-11T00:16:05.141
# scheme = ConstLinearLW
ic,traj,epoch,n_steps,loss,eta,pnorm,gnorm,rmse_T,bias_T
1,1,1,10,0.2988484,0.01,0.401995,0.1178708,0.54667026,-0.42318726
1,1,2,10,0.29527837,0.01,0.40790486,0.11708718,0.5433952,-0.42004392
1,1,3,10,0.2917749,0.01,0.41751906,0.11629324,0.5401619,-0.4169276
1,1,4,10,0.28853065,0.01,0.4305137,0.11549419,0.5371505,-0.41384587
1,1,5,10,0.28509265,0.01,0.44647896,0.114700966,0.5339407,-0.4107129
1,2,1,10,0.26132298,0.01,0.46485332,0.10617039,0.51119757,-0.38485438
1,2,2,10,0.2582594,0.01,0.48515847,0.10541874,0.5081923,-0.38175553
1,2,3,10,0.25524408,0.01,0.506958,0.104672015,0.50521684,-0.37861776
1,2,4,10,0.25224802,0.01,0.5298861,0.103922404,0.502243,-0.37543175
1,2,5,10,0.24929178,0.01,0.553661,0.10318833,0.49929127,-0.37226525
1,3,1,10,0.25987417,0.01,0.5780816,0.10727998,0.50977856,-0.3842304
1,3,2,10,0.25686342,0.01,0.60302466,0.10644519,0.5068169,-0.3809138
1,3,3,10,0.25379923,0.01,0.6284047,0.10574983,0.5037849,-0.37750807
1,3,4,10,0.25077665,0.01,0.6541576,0.10499388,0.50077605,-0.3741131
1,3,5,10,0.24778533,0.01,0.6802336,0.10423667,0.4977804,-0.37069422
1,4,1,10,0.2366829,0.01,0.7065531,0.09978613,0.48650068,-0.35655543
1,4,2,10,0.23388685,0.01,0.7330902,0.099052794,0.4836185,-0.35320628
1,4,3,10,0.23187974,0.01,0.75981975,0.09831989,0.48153892,-0.34989244
1,4,4,10,0.22916499,0.01,0.78671896,0.097591676,0.4787118,-0.3466111
1,4,5,10,0.22652811,0.01,0.81376994,0.09688622,0.4759497,-0.34342244
1,5,1,10,0.21844949,0.01,0.8409691,0.09659003,0.4673858,-0.3418403
1,5,2,10,0.21596503,0.01,0.8683035,0.095890835,0.46472037,-0.33872575
1,5,3,10,0.21334225,0.01,0.89576495,0.09517874,0.46188986,-0.33566076
1,5,4,10,0.21077931,0.01,0.9233367,0.09449175,0.45910707,-0.33263358
1,5,5,10,0.20827642,0.01,0.9510161,0.093813084,0.45637313,-0.3297641
1,6,1,10,0.20960096,0.01,0.97884095,0.09410234,0.45782197,-0.33064017
1,6,2,10,0.20705372,0.01,1.006797,0.09339451,0.45503157,-0.3278147
1,6,3,10,0.20447823,0.01,1.0348718,0.09268723,0.4521927,-0.32500836
1,6,4,10,0.20198137,0.01,1.0630524,0.09198244,0.44942337,-0.32228327
1,6,5,10,0.19953479,0.01,1.0913242,0.09129226,0.44669318,-0.31958812
1,7,1,10,0.19020109,0.01,1.1195391,0.087716594,0.4361205,-0.30635807
